sequence,run_priority,chapter,query,scope_naid,scope_label,scout_search_url,catalog_search_url,existing_file_unit_leads_in_chapter,high_priority_file_unit_leads_in_chapter,chapter_readiness_band,chapter_readiness_score,top_chapter_risk,target_record_types,why_run_this_query,dedupe_note,harvester_command,capture_result_count,capture_top_naids,capture_item_level_hits,capture_child_item_urls,capture_dates_or_date_spans,capture_source_paths,capture_candidates_promoted,capture_context_only_leads,disposition,compiler_notes
36,Urgent,NPT and CTBT,CTBT,7585449,Steven Andreasen's Files,https://therealjameswilson.github.io/nara-scout/?q=CTBT,https://catalog.archives.gov/search?q=CTBT&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets ctbt,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
37,Urgent,NPT and CTBT,Egypt NPT,7585449,Steven Andreasen's Files,https://therealjameswilson.github.io/nara-scout/?q=Egypt%20NPT,https://catalog.archives.gov/search?q=Egypt%20NPT&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets Egypt,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
38,Urgent,NPT and CTBT,Non-Aligned Movement NPT,7585449,Steven Andreasen's Files,https://therealjameswilson.github.io/nara-scout/?q=Non-Aligned%20Movement%20NPT,https://catalog.archives.gov/search?q=Non-Aligned%20Movement%20NPT&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,"chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets Non-Aligned, Movement",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
39,Urgent,NPT and CTBT,NPT extension,7585449,Steven Andreasen's Files,https://therealjameswilson.github.io/nara-scout/?q=NPT%20extension,https://catalog.archives.gov/search?q=NPT%20extension&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets extension,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
40,Urgent,NPT and CTBT,Nuclear Non-Proliferation Treaty,7585449,Steven Andreasen's Files,https://therealjameswilson.github.io/nara-scout/?q=Nuclear%20Non-Proliferation%20Treaty,https://catalog.archives.gov/search?q=Nuclear%20Non-Proliferation%20Treaty&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,"chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets Nuclear, Non-Proliferation, Treaty",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
41,Urgent,NPT and CTBT,nuclear testing,7585449,Steven Andreasen's Files,https://therealjameswilson.github.io/nara-scout/?q=nuclear%20testing,https://catalog.archives.gov/search?q=nuclear%20testing&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,"chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets nuclear, testing",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
42,Urgent,NPT and CTBT,South Africa NPT,7585449,Steven Andreasen's Files,https://therealjameswilson.github.io/nara-scout/?q=South%20Africa%20NPT,https://catalog.archives.gov/search?q=South%20Africa%20NPT&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,"chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets South, Africa",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
43,Urgent,NPT and CTBT,stockpile stewardship,7585449,Steven Andreasen's Files,https://therealjameswilson.github.io/nara-scout/?q=stockpile%20stewardship,https://catalog.archives.gov/search?q=stockpile%20stewardship&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,"chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets stockpile, stewardship",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
44,Urgent,NPT and CTBT,zero yield,7585449,Steven Andreasen's Files,https://therealjameswilson.github.io/nara-scout/?q=zero%20yield,https://catalog.archives.gov/search?q=zero%20yield&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,"chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets zero, yield",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
45,Urgent,NPT and CTBT,Article VI,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Article%20VI,https://catalog.archives.gov/search?q=Article%20VI&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets Article,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
46,Urgent,NPT and CTBT,Comprehensive Test Ban,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Comprehensive%20Test%20Ban,https://catalog.archives.gov/search?q=Comprehensive%20Test%20Ban&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,"chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets Comprehensive, Test",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
47,Urgent,NPT and CTBT,CTBT,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=CTBT,https://catalog.archives.gov/search?q=CTBT&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets ctbt,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
48,Urgent,NPT and CTBT,Egypt NPT,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Egypt%20NPT,https://catalog.archives.gov/search?q=Egypt%20NPT&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets Egypt,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
49,Urgent,NPT and CTBT,Non-Aligned Movement NPT,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Non-Aligned%20Movement%20NPT,https://catalog.archives.gov/search?q=Non-Aligned%20Movement%20NPT&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,"chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets Non-Aligned, Movement",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
50,Urgent,NPT and CTBT,NPT extension,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=NPT%20extension,https://catalog.archives.gov/search?q=NPT%20extension&collectionIdentifier=WJC*,4,4,Discovery first,4,High: Add negotiation and treaty-text records behind the NPT/CTBT public statements,ACDA/State negotiation cable; NSC decision memorandum; PRD/PDD file; Geneva negotiating file,chapter has 4 unresolved file-unit leads; scorecard band is Discovery first; top chapter risk: Add negotiation and treaty-text records behind the NPT/CTBT public statements; query targets extension,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
